nombre,apellido,producto,cantidad,precio_unitario,canal_venta
Jorge,Perez,Cool Zapatilla,3,28.23,Ecommerce
Luisa,Sanchez,Sierra Talonario,5,31.02,Distribuidor
Andres,Lopez,Cool Tenedor,4,33.39,Distribuidor
Carlos,Gonzalez,Oro Extensor,2,25.41,Distribuidor
Pedro,Diaz,Aero Mesa,1,17.78,Ecommerce
Camila,Gonzalez,Pro Estante,3,840.14,CallCenter
Ana,Perez,Bosque Jabon,1,28.89,Ecommerce
Carlos,Hernandez,Montana Silla,4,365.45,Distribuidor
Juan,Rodriguez,Crystal Jabon,3,40.97,CallCenter
Jorge,Hernandez,Montana Mochila,1,212.68,Distribuidor
Luisa,Lopez,Cacao Regla,5,44.16,Distribuidor
Maria,Sanchez,Sabana Switch,1,237.94,Distribuidor
Jorge,Sanchez,Power Cafetera,5,6.18,Distribuidor
Jorge,Lopez,Opti Perfume,2,13.94,Distribuidor
Maria,Perez,Alpha Rompecabezas,4,142.98,Ecommerce
Carlos,Hernandez,Rio Monitor,1,133.35,Marketplace
Ana,Perez,Eco Papel,3,143.64,Ecommerce
Jorge,Diaz,Montana Agenda,4,53.37,Ecommerce
Pedro,Lopez,Cacao Raqueta,1,83.77,Ecommerce
Carlos,Sanchez,Opti Tijera,3,286.24,CallCenter
Juan,Hernandez,Opti Copa,3,54.91,Tienda
Maria,Diaz,Flex Guante,3,75.33,Distribuidor
Jorge,Lopez,Pro Chaqueta,3,751.32,Tienda
Carlos,Perez,Omega Sacapuntas,1,54.58,CallCenter
Jorge,Sanchez,Max Pantalon,2,79.9,Marketplace
Camila,Gonzalez,Max Switch,5,100.7,Distribuidor
Ana,Diaz,Basic Crema,5,93.71,Tienda
Sofia,Gonzalez,Fresh Perfume,5,23.37,Tienda
Maria,Perez,Royal Marcador,2,191.18,Tienda
Pedro,Martinez,Omega Raqueta,3,23.17,Ecommerce
Ana,Ramirez,Golden Guante,3,198.34,Tienda
Jorge,Sanchez,Max Plancha,4,19.31,Marketplace
ana,martinez,Cacao Boligrafo,5,47.44,Distribuidor
Ana,Gonzalez,Nano Mesa,5,43.17,Marketplace
Carlos,Garcia,Lago Colchoneta,3,26.66,Tienda
Carlos,Hernandez,Max Cuchillo,5,93.04,Marketplace
Andres,Lopez,Pacifica Switch,3,181.64,Tienda
Andres,Rodriguez,Magna Gorra,3,159.99,Marketplace
Ana,Diaz,Plus Crema,3,110.15,Marketplace
Sofia,Lopez,Max Sacapuntas,1,93.61,Ecommerce
Jorge,Garcia,Prime Regla,1,654.92,CallCenter
Camila,Gonzalez,Nova Monitor,1,80.27,Tienda
Andres,Ramirez,Omega ProtectorSolar,1,51.39,CallCenter
Luisa,Gonzalez,Cafetal Cuaderno,2,12.6,CallCenter
Ana,Ramirez,Oro Shampoo,4,14.26,Tienda
sofia,diaz,Cordillera Biberon,4,183.33,CallCenter
Sofia,Perez,Cafetal Afeitadora,3,107.06,Ecommerce
Carlos,Gonzalez,Montana Afeitadora,5,561.92,CallCenter
Juan,Sanchez,Elite Cuaderno,1,32.12,Marketplace
Juan,Rodriguez,Oro Olla,4,40.54,Ecommerce
Luisa,Garcia,Pro Resaltador,4,269.96,Marketplace
luisa,rodriguez,Power Cinta,1,230.47,CallCenter
Pedro,Diaz,Oro Semilla,2,85.18,Marketplace
Camila,Lopez,Oro Papel,2,123.69,Ecommerce
Maria,Hernandez,Magna Termo,4,53.67,Marketplace
Luisa,Perez,Aero Archivador,2,84.88,Ecommerce
Jorge,Rodriguez,Quick Cuaderno,1,34.91,Tienda
Maria,Sanchez,Plus Camisa,4,150.4,Distribuidor
Ana,Martinez,Fresh Mochila,1,46.77,Ecommerce
Pedro,Garcia,Sierra Bicicleta,2,86.29,Tienda
Juan,Diaz,Oro Webcam,1,279.08,Distribuidor
Ana,Diaz,Llanero Cinta,2,118.53,Distribuidor
Andres,Perez,Golden Licuadora,2,33.27,Ecommerce
Juan,Sanchez,Quick Toalla,1,64.94,Marketplace
pedro,gonzalez,Plus Gorra,2,215.58,Tienda
Maria,Hernandez,Golden Marcador,3,60.41,CallCenter
Andres,Martinez,Llanero Balanza,1,9.79,Ecommerce
Jorge,Garcia,Plus Auriculares,3,23.98,Marketplace
Juan,Rodriguez,Power Toalla,1,106.14,Distribuidor
Andres,Rodriguez,Cordillera Marcador,2,625.65,Distribuidor
Sofia,Diaz,Paisa Agenda,2,86.94,Marketplace
Maria,Hernandez,Selva Pegante,4,96.13,Tienda
Andres,Martinez,Lite ProtectorSolar,4,104.84,Tienda
Ana,Rodriguez,Power Pelota,3,61.8,Ecommerce
Maria,Ramirez,Cool Switch,2,31.73,Distribuidor
Pedro,Hernandez,Mini Plato,4,74.34,Ecommerce
Sofia,Lopez,Oro Rompecabezas,2,701.23,Ecommerce
Carlos,Garcia,Prime ProtectorSolar,1,83.78,Distribuidor
Carlos,Lopez,Cafetal Termo,4,31.2,Marketplace
Sofia,Rodriguez,Metro Chocolate,3,136.83,Distribuidor
Jorge,Hernandez,Plus Talonario,4,12.27,Ecommerce
Ana,Perez,Llanero Carpeta,2,55.39,Ecommerce
Sofia,Perez,Elite Auriculares,5,66.72,CallCenter
Maria,Perez,Quick PowerBank,5,37.25,CallCenter
pedro,diaz,Cool Mochila,2,120.9,CallCenter
Camila,Garcia,Basic Estante,1,82.18,Distribuidor
andres,gonzalez,Lago Pegante,4,109.3,Tienda
Pedro,Garcia,Cacao Raqueta,5,83.77,CallCenter
Sofia,Hernandez,Aqua Copa,1,17.71,Ecommerce
Maria,Sanchez,Flex Camisa,2,449.88,Marketplace
Pedro,Garcia,Lago Maceta,1,30.49,Ecommerce
Camila,Ramirez,Lite Cable,2,11.03,CallCenter
Juan,Perez,Opti ProtectorSolar,4,50.06,Tienda
carlos,sanchez,Selva Tripode,1,110.54,Distribuidor
Andres,Lopez,Andino Crema,4,147.25,Ecommerce
Jorge,Perez,Cacao Tripode,1,46.41,Ecommerce
Luisa,Sanchez,Mini Switch,2,73.94,Tienda
Jorge,Garcia,Basic Monitor,2,246.1,Distribuidor
Sofia,Diaz,Eco Jabon,1,41.14,Marketplace
Carlos,Hernandez,Cordillera Pegante,2,21.28,Tienda
Juan,Perez,Bosque Plancha,3,566.95,Tienda
Juan,Ramirez,Montana Monitor,3,198.76,CallCenter
Camila,Hernandez,Max Mochila,4,25.27,Marketplace
Sofia,Lopez,Pacifica Extensor,3,404.41,Tienda
Maria,Ramirez,Giga Router,3,98.68,CallCenter
Jorge,Diaz,Montana Cuaderno,5,142.02,Ecommerce
Camila,Ramirez,Paisa Tenedor,5,13.39,Ecommerce
Sofia,Hernandez,Opti Maceta,5,45.64,Ecommerce
jorge,gonzalez,Royal Licuadora,5,273.08,CallCenter
Camila,Hernandez,Nano Olla,2,26.67,Tienda
Camila,Diaz,Paisa Plancha,4,77.0,Distribuidor
Camila,Martinez,Pro Patin,4,118.57,Tienda
Sofia,Ramirez,Max Carpeta,3,38.41,Ecommerce
Luisa,Hernandez,Andes Papel,4,104.36,Tienda
Maria,Garcia,Giga Plancha,3,27.94,Ecommerce
Carlos,Gonzalez,Magna Tripode,4,54.64,Ecommerce
Maria,Ramirez,Elite Botella,1,46.65,Ecommerce
Jorge,Perez,Power Plato,1,11.14,CallCenter
Sofia,Perez,Royal Sacapuntas,4,38.49,Marketplace
Ana,Lopez,Oro Gorra,2,165.57,Ecommerce
Pedro,Martinez,Sierra Telefono,3,710.85,Marketplace
juan,sanchez,Crystal Parlante,4,49.65,CallCenter
Sofia,Hernandez,Royal Cinta,3,47.82,Distribuidor
Carlos,Hernandez,Royal Plancha,5,63.64,Distribuidor
Juan,Sanchez,Montana Pantalon,4,23.77,Marketplace
Carlos,Diaz,Cordillera Plancha,2,46.51,Ecommerce
Juan,Gonzalez,Basic Monitor,5,246.1,Distribuidor
Camila,Martinez,Cafetal Mesa,4,126.09,Marketplace
Luisa,Diaz,Royal Cuchillo,1,94.32,Tienda
Carlos,Martinez,Rio Mousepad,4,476.74,Marketplace
Luisa,Hernandez,Omega Rompecabezas,1,187.82,Distribuidor
Juan,Rodriguez,Cielo Pantalon,1,117.27,CallCenter
Pedro,Perez,Neo Boligrafo,4,74.57,Ecommerce
Andres,Hernandez,Royal Galleta,4,41.35,Marketplace
Juan,Ramirez,Giga Patin,1,198.23,Distribuidor
Jorge,Sanchez,Magna Cargador,3,85.13,Ecommerce
Andres,Sanchez,Cafetal Tripode,5,86.23,CallCenter
Ana,Rodriguez,Cacao Afeitadora,2,107.28,Ecommerce
Juan,Diaz,Bosque Agenda,4,96.72,Tienda
Ana,Ramirez,Opti Sacapuntas,5,55.04,Distribuidor
Juan,Sanchez,Fresh Perfume,5,23.37,Tienda
Pedro,Martinez,Bosque Plancha,3,566.95,Marketplace
Sofia,Gonzalez,Cafetal Semilla,5,56.26,Ecommerce
Maria,Garcia,Prime Agenda,4,213.83,Ecommerce
Sofia,Hernandez,Royal Talonario,5,162.58,Tienda
Juan,Lopez,Metro Mochila,4,24.02,Marketplace
juan,ramirez,Oro Carpeta,4,137.96,CallCenter
Carlos,Martinez,Montana Cuaderno,1,142.02,Ecommerce
Andres,Sanchez,Eco ProtectorSolar,3,9.97,Marketplace
Juan,Diaz,Nova Botella,2,63.43,Distribuidor
Luisa,Martinez,Power Termo,1,153.62,Tienda
Juan,Hernandez,Basic Shampoo,2,132.24,Ecommerce
Carlos,Perez,Opti Teclado,4,145.42,Distribuidor
Maria,Garcia,Alpha Agenda,1,48.42,CallCenter
Maria,Gonzalez,Max Cepillo,5,47.05,Marketplace
Ana,Diaz,Alpha Sarten,5,62.7,Marketplace
Maria,Ramirez,Cacao Pegante,2,8.92,CallCenter
Carlos,Gonzalez,Pro Linterna,4,82.71,CallCenter
Carlos,Rodriguez,Fresh Carpa,2,27.97,Tienda
Maria,Hernandez,Basic Zapatilla,3,39.49,Ecommerce
Pedro,Perez,Aqua Rompecabezas,5,11.43,Ecommerce
Pedro,Ramirez,Fresh Biberon,1,20.1,Tienda
Maria,Gonzalez,Basic Microfono,1,6.49,Ecommerce
Pedro,Garcia,Royal Toalla,1,12.01,Ecommerce
Maria,Garcia,Montana Cable,5,22.62,Distribuidor
Pedro,Hernandez,Eco Boligrafo,4,98.12,Distribuidor
Maria,Perez,Cacao Mousepad,5,88.81,CallCenter
Luisa,Sanchez,Aero Switch,5,94.28,Ecommerce
Pedro,Rodriguez,Pacifica Mochila,1,17.38,Marketplace
Camila,Rodriguez,Giga Bicicleta,5,767.74,Tienda
Juan,Rodriguez,Nano PowerBank,1,67.29,Distribuidor
Ana,Garcia,Opti Tijera,4,286.24,Ecommerce
Maria,Gonzalez,Eco Shampoo,3,90.12,Distribuidor
Sofia,Hernandez,Nova Silla,1,45.24,Marketplace
pedro,hernandez,Andino Mouse,2,277.31,Marketplace
Luisa,Sanchez,Rio Auriculares,3,16.79,Tienda
Camila,Perez,Oro Cepillo,4,7.75,Tienda
Camila,Ramirez,Lite Webcam,3,73.05,Distribuidor
Andres,Rodriguez,Llanero Switch,1,11.6,CallCenter
Luisa,Gonzalez,Opti Archivador,4,13.36,Tienda
Camila,Rodriguez,Aqua Monitor,2,436.13,Marketplace
Carlos,Garcia,Paisa Linterna,1,250.91,Tienda
Jorge,Diaz,Alpha Pelota,1,322.34,Tienda
Carlos,Rodriguez,Silver Cuaderno,4,95.69,Tienda
Carlos,Hernandez,Max ProtectorSolar,4,24.82,Ecommerce
Juan,Lopez,Cool Lampara,3,43.35,Marketplace
Jorge,Martinez,Omega Camisa,2,17.58,Tienda
Juan,Ramirez,Mini Afeitadora,3,211.96,Ecommerce
Pedro,Diaz,Cacao Resaltador,3,29.94,CallCenter
Ana,Martinez,Omega Carpa,1,169.82,Distribuidor
Luisa,Ramirez,Lite Drone,4,92.47,Ecommerce
Ana,Martinez,Alpha Patin,1,164.8,Marketplace
Jorge,Sanchez,Golden Bicicleta,2,23.86,CallCenter
Camila,Rodriguez,Sabana Balon,3,29.17,CallCenter
Sofia,Rodriguez,Sabana Regla,2,127.72,Ecommerce
Sofia,Ramirez,Crystal Telefono,4,76.31,Marketplace
Juan,Rodriguez,Cafetal Plato,4,10.26,Tienda
Ana,Ramirez,Lite Balon,5,76.1,Ecommerce
ana,garcia,Cielo PowerBank,2,14.59,Ecommerce
Carlos,Ramirez,Lite Copa,1,28.91,Tienda
Sofia,Garcia,Active Shampoo,2,25.3,CallCenter
Andres,Lopez,Royal Galleta,3,41.35,Distribuidor
Andres,Diaz,Smart Extensor,4,213.45,Distribuidor
Jorge,Rodriguez,Montana Guitarra,4,44.62,Ecommerce
Juan,Martinez,Pro Tijera,2,31.15,Ecommerce
Andres,Sanchez,Cordillera Sacapuntas,2,37.47,Tienda
Carlos,Gonzalez,Bosque Chocolate,2,113.78,CallCenter
Maria,Lopez,Royal Chaqueta,3,51.44,CallCenter
Andres,Perez,Eco Galleta,3,414.85,Tienda
Maria,Sanchez,Prime Sacapuntas,1,74.65,CallCenter
Pedro,Martinez,Elite Monitor,2,26.34,Distribuidor
Carlos,Hernandez,Aqua Teclado,1,371.69,Distribuidor
juan,lopez,Active Perfume,5,62.38,Marketplace
Ana,Ramirez,Metro Semilla,3,42.67,Ecommerce
Sofia,Hernandez,Andes Drone,4,42.06,Marketplace
Sofia,Gonzalez,Elite Marcador,5,702.87,CallCenter
Carlos,Ramirez,Power ProtectorSolar,4,99.54,CallCenter
maria,diaz,Bosque Linterna,5,20.17,Distribuidor
Maria,Martinez,Giga Mesa,1,73.4,Distribuidor
Andres,Rodriguez,Eco Balanza,1,690.68,Ecommerce
Luisa,Perez,Silver Talonario,3,273.77,Marketplace
Luisa,Garcia,Metro Talonario,4,133.96,Marketplace
Luisa,Gonzalez,Neo Cuaderno,5,2.71,Ecommerce
Jorge,Ramirez,Lite Chaqueta,2,10.47,Distribuidor
Andres,Garcia,Cafe ProtectorSolar,2,236.29,Tienda
Juan,Martinez,Selva Muñeco,3,108.91,Tienda
Andres,Sanchez,Oro Cepillo,4,7.75,Ecommerce
Juan,Sanchez,Giga Marcador,2,204.96,Marketplace
Ana,Ramirez,Max Sarten,3,99.8,Tienda
Luisa,Perez,Cool Biberon,3,54.38,Tienda
Ana,Hernandez,Pro Extensor,4,8.22,Marketplace
jorge,sanchez,Paisa Pantalon,2,71.16,Distribuidor
Ana,Rodriguez,Montana Teclado,2,71.59,CallCenter
Carlos,Garcia,Power Regla,2,411.62,Distribuidor
Ana,Gonzalez,Cielo Switch,1,131.21,Marketplace
Carlos,Ramirez,Paisa Marcador,2,29.4,Ecommerce
Juan,Ramirez,Fresh Auriculares,5,130.95,Marketplace
Ana,Sanchez,Cool Silla,1,24.82,Distribuidor
Maria,Martinez,Plus Patin,1,442.65,Distribuidor
Luisa,Rodriguez,Quick Raqueta,1,398.23,Tienda
Sofia,Ramirez,Rio Plato,1,135.65,Marketplace
Camila,Perez,Selva Colchoneta,3,107.11,Marketplace
Pedro,Martinez,Quick Zapatilla,5,47.21,Distribuidor
Luisa,Martinez,Neo Toalla,4,93.26,Distribuidor
Ana,Hernandez,Sabana Olla,2,87.31,CallCenter
Carlos,Martinez,Lago Licuadora,1,70.32,Distribuidor
jorge,garcia,Active Carpa,4,170.82,Marketplace
Camila,Sanchez,Quick Cargador,3,23.51,Marketplace
Juan,Ramirez,Smart Licuadora,4,87.93,Marketplace
Sofia,Hernandez,Omega Guante,1,113.41,CallCenter
Carlos,Rodriguez,Sabana Cable,5,71.86,CallCenter
Luisa,Hernandez,Mini Cuchillo,4,11.08,Ecommerce
Andres,Rodriguez,Active Plancha,1,151.37,Marketplace
Camila,Martinez,Elite Sarten,1,50.86,Tienda
Pedro,Rodriguez,Basic Camisa,2,171.18,Distribuidor
Camila,Perez,Fresh Mochila,2,46.77,Ecommerce
Luisa,Rodriguez,Smart Chaqueta,5,97.52,Tienda
jorge,lopez,Flex Telefono,2,109.69,Marketplace
jorge,garcia,Sabana Parlante,5,314.5,CallCenter
Luisa,Gonzalez,Alpha Marcador,3,105.19,Marketplace
Luisa,Garcia,Eco Galleta,3,414.85,Distribuidor
Juan,Rodriguez,Elite Silla,2,281.51,CallCenter
Carlos,Gonzalez,Lite Maceta,3,5.74,Marketplace
Ana,Lopez,Montana Archivador,4,89.54,Marketplace
Maria,Perez,Sierra PowerBank,4,475.58,CallCenter
Sofia,Garcia,Elite Jabon,4,48.66,Distribuidor
Pedro,Hernandez,Cacao Zapatilla,3,53.54,Distribuidor
Jorge,Martinez,Flex Talonario,4,30.2,CallCenter
Sofia,Perez,Oro Silla,5,50.58,Tienda
Jorge,Rodriguez,Pro Drone,1,54.0,CallCenter
Ana,Lopez,Oro Carpeta,2,137.96,CallCenter
Ana,Diaz,Giga Olla,5,131.0,Marketplace
Juan,Lopez,Cafe Tambor,4,192.26,Ecommerce
Jorge,Sanchez,Elite Jabon,1,48.66,Distribuidor
Jorge,Rodriguez,Lago Tenedor,2,121.71,Tienda
Maria,Gonzalez,Golden Patin,5,84.29,Distribuidor
Jorge,Diaz,Montana Cereal,2,39.47,CallCenter
Camila,Garcia,Neo Monitor,3,238.2,Ecommerce
Carlos,Ramirez,Nova Telefono,4,25.79,CallCenter
Pedro,Garcia,Crystal Termo,5,170.96,Marketplace
Luisa,Lopez,Nano Resaltador,5,110.42,Ecommerce
Andres,Sanchez,Andino Copa,1,104.93,Marketplace
Jorge,Martinez,Pacifica Mochila,1,17.38,Distribuidor
Luisa,Diaz,Nano Pegante,1,236.41,Marketplace
Sofia,Diaz,Nova Crema,2,158.05,Marketplace
Maria,Diaz,Paisa Raqueta,4,17.17,Ecommerce
Luisa,Garcia,Golden Chaqueta,2,194.46,Tienda
Maria,Gonzalez,Silver Termo,4,14.76,CallCenter
Andres,Lopez,Llanero Maceta,5,14.84,CallCenter
Juan,Sanchez,Cafe Zapatilla,2,71.43,Marketplace
Ana,Gonzalez,Cafe Mesa,2,110.84,Marketplace
Andres,Rodriguez,Golden Tenedor,2,25.64,Marketplace
Carlos,Ramirez,Pacifica Tenedor,3,45.42,Distribuidor
juan,lopez,Aqua Olla,4,203.43,Distribuidor
Carlos,Lopez,Crystal Licuadora,4,24.27,Distribuidor
Sofia,Lopez,Active Cuchillo,2,69.22,Distribuidor
Ana,Diaz,Selva Cargador,3,56.03,CallCenter
Carlos,Lopez,Prime Tenedor,2,1.96,Tienda
Luisa,Lopez,Royal Tambor,4,125.86,Ecommerce
Pedro,Perez,Basic Perfume,5,269.14,Distribuidor
Jorge,Lopez,Cacao Cafetera,3,6.19,Ecommerce
Sofia,Rodriguez,Selva Tambor,3,73.72,Distribuidor
Pedro,Rodriguez,Lite Gorra,2,13.18,Ecommerce
Jorge,Lopez,Plus Copa,5,18.87,Marketplace
Jorge,Lopez,Lite Guitarra,4,616.94,Ecommerce
Camila,Gonzalez,Fresh Estante,1,97.18,Tienda
Sofia,Martinez,Magna Mesa,4,7.93,CallCenter
Pedro,Garcia,Golden Cargador,4,75.69,Marketplace
Sofia,Lopez,Andes Silla,5,28.96,Marketplace
Sofia,Lopez,Golden Balanza,3,299.62,Marketplace
Sofia,Rodriguez,Golden Drone,4,60.85,Marketplace
Juan,Martinez,Bright Biberon,3,23.51,CallCenter
Maria,Martinez,Pro Talonario,5,176.41,Ecommerce
Carlos,Ramirez,Pacifica Botella,5,26.34,Marketplace
Ana,Diaz,Bright Tenedor,2,94.36,Marketplace
Carlos,Ramirez,Andino Maceta,1,25.64,CallCenter
Jorge,Perez,Metro Mouse,5,633.92,Ecommerce
Jorge,Rodriguez,Crystal Jabon,5,40.97,Distribuidor
Maria,Gonzalez,Montana Papel,3,50.57,Distribuidor
Ana,Diaz,Max Cinta,5,598.13,Tienda
Andres,Garcia,Cafe Lampara,4,46.71,Distribuidor
Juan,Diaz,Active Pegante,2,324.98,Ecommerce
Luisa,Rodriguez,Elite Toalla,2,125.25,CallCenter
jorge,diaz,Active Marcador,4,310.53,Marketplace
luisa,garcia,Omega Cafetera,5,118.2,Tienda
Andres,Sanchez,Andino Lampara,1,123.76,Distribuidor
Andres,Garcia,Metro Sarten,5,337.3,CallCenter
Juan,Lopez,Montana Botella,2,107.7,CallCenter
Pedro,Perez,Neo Patin,1,121.44,Distribuidor
Camila,Sanchez,Golden Drone,3,60.85,Distribuidor
Maria,Rodriguez,Alpha Carpeta,3,175.38,Ecommerce
Juan,Hernandez,Quick Muñeco,5,95.27,Distribuidor
Sofia,Sanchez,Metro Archivador,5,189.42,CallCenter
Luisa,Hernandez,Oro Maceta,1,60.06,Tienda
Carlos,Gonzalez,Pro Cuchillo,1,82.81,Marketplace
Carlos,Rodriguez,Sierra PowerBank,5,475.58,CallCenter
Maria,Lopez,Giga Router,2,98.68,Tienda
Luisa,Gonzalez,Giga Estante,3,64.22,Ecommerce
Ana,Perez,Max Tijera,1,45.91,Marketplace
Luisa,Ramirez,Sierra Telefono,2,710.85,CallCenter
Maria,Gonzalez,Cordillera Tambor,5,140.82,Distribuidor
Juan,Hernandez,Mini Rompecabezas,4,82.69,Tienda
Ana,Diaz,Sabana Semilla,1,97.66,Marketplace
camila,hernandez,Pacifica Cuaderno,4,45.88,CallCenter
Ana,Hernandez,Pacifica Colchoneta,2,28.32,Marketplace
Juan,Martinez,Crystal Galleta,3,21.13,Distribuidor
Luisa,Hernandez,Lite Mouse,2,17.02,Tienda
Luisa,Hernandez,Nano ProtectorSolar,3,46.7,Distribuidor
Pedro,Diaz,Montana Biberon,2,11.74,Ecommerce
Ana,Perez,Plus ProtectorSolar,1,59.83,Marketplace
Carlos,Sanchez,Prime Cuchillo,1,356.32,Distribuidor
Camila,Gonzalez,Elite Microfono,4,29.45,CallCenter
Luisa,Gonzalez,Smart Chaqueta,2,97.52,Tienda
Camila,Ramirez,Eco Microfono,2,64.52,Ecommerce
Jorge,Rodriguez,Power Chocolate,4,171.37,Marketplace
Ana,Diaz,Nova Rompecabezas,5,216.33,Distribuidor
Pedro,Perez,Flex Shampoo,2,57.97,CallCenter
Jorge,Garcia,Lago Chocolate,2,164.92,Ecommerce
Juan,Sanchez,Aqua Pelota,2,55.0,Ecommerce
Andres,Rodriguez,Golden Balanza,5,299.62,Ecommerce
Sofia,Ramirez,Montana Tripode,1,157.62,CallCenter
Luisa,Rodriguez,Smart Silla,4,81.81,CallCenter
Luisa,Garcia,Plus Parlante,5,238.27,Ecommerce
Andres,Sanchez,Giga Colchoneta,3,222.37,Distribuidor
luisa,lopez,Montana Chocolate,3,49.56,Marketplace
Sofia,Gonzalez,Paisa Linterna,5,250.91,Tienda
Maria,Sanchez,Opti Pegante,5,2.82,Tienda
Luisa,Perez,Cafe Linterna,1,152.77,Tienda
Jorge,Martinez,Neo Cepillo,3,142.56,Ecommerce
Luisa,Sanchez,Giga Regla,4,2.11,Ecommerce
Maria,Garcia,Cool Guitarra,2,22.4,Ecommerce
Luisa,Sanchez,Smart Biberon,2,415.65,CallCenter
Maria,Martinez,Active Silla,1,22.88,Marketplace
sofia,perez,Neo Pantalon,1,60.1,Ecommerce
Maria,Garcia,Nova Rompecabezas,3,216.33,Distribuidor
jorge,gonzalez,Fresh Linterna,4,140.62,Distribuidor
Pedro,Hernandez,Neo Cuaderno,4,2.71,CallCenter
Pedro,Hernandez,Lago Zapatilla,5,230.54,Tienda
Pedro,Perez,Flex Tijera,1,155.22,CallCenter
Carlos,Sanchez,Sabana Bicicleta,2,20.53,Ecommerce
Maria,Gonzalez,Llanero Biberon,2,90.93,CallCenter
Camila,Gonzalez,Llanero Linterna,3,4.67,Tienda
Juan,Ramirez,Fresh Regla,2,22.47,Tienda
Andres,Ramirez,Lago Drone,4,92.58,CallCenter
Carlos,Perez,Cafetal Perfume,4,7.19,Marketplace
Camila,Garcia,Cordillera Cereal,1,179.45,Marketplace
Sofia,Rodriguez,Giga Sarten,3,5.92,Tienda
Ana,Lopez,Cafe Olla,2,103.45,Ecommerce
Jorge,Gonzalez,Giga Tambor,1,227.18,Tienda
Juan,Rodriguez,Rio Cereal,5,30.11,Ecommerce
Pedro,Garcia,Andes Mousepad,5,110.25,Ecommerce
Luisa,Gonzalez,Cafetal Perfume,2,7.19,CallCenter
Sofia,Martinez,Golden Tambor,2,162.19,Distribuidor
Carlos,Diaz,Cafetal ProtectorSolar,2,118.2,Tienda
Andres,Rodriguez,Golden Auriculares,4,153.18,Distribuidor
Juan,Garcia,Elite Mouse,2,108.87,Tienda
Luisa,Perez,Smart Pegante,5,155.36,Ecommerce
Juan,Lopez,Bosque Maceta,2,17.99,Distribuidor
Camila,Sanchez,Paisa Guante,3,136.78,Distribuidor
Juan,Perez,Basic Zapatilla,5,39.49,Marketplace
Andres,Sanchez,Pro Perfume,3,84.84,Tienda
Maria,Lopez,Max Telefono,5,86.41,Distribuidor
Luisa,Ramirez,Bright Carpeta,1,65.12,Tienda
Maria,Perez,Prime Lampara,5,11.39,Ecommerce
Jorge,Diaz,Mini Carpa,5,35.09,Marketplace
Andres,Diaz,Cafetal Tripode,3,86.23,Ecommerce
Carlos,Lopez,Fresh Gorra,3,137.53,CallCenter
Jorge,Lopez,Metro Carpa,5,112.5,Ecommerce
Camila,Garcia,Alpha Sacapuntas,5,53.91,Tienda
Sofia,Garcia,Llanero Camisa,4,120.94,Tienda
Luisa,Hernandez,Smart Agenda,1,67.89,CallCenter
Sofia,Perez,Rio Gorra,1,112.44,CallCenter
Carlos,Garcia,Magna Zapatilla,2,54.19,Marketplace
Juan,Hernandez,Max Monitor,5,157.55,Ecommerce
ana,diaz,Aero Muñeco,5,80.15,Marketplace
Carlos,Sanchez,Power Tripode,5,65.93,Marketplace
Carlos,Martinez,Mini Muñeco,5,40.04,Ecommerce
Ana,Hernandez,Metro Parlante,1,60.72,CallCenter
Carlos,Martinez,Andino Zapatilla,3,363.38,Tienda
Camila,Perez,Cafetal Toalla,4,40.25,Distribuidor
Juan,Sanchez,Power Regla,3,411.62,Marketplace
Sofia,Ramirez,Omega Cepillo,3,301.8,Marketplace
Andres,Ramirez,Max Cargador,1,118.63,Ecommerce
Juan,Rodriguez,Max Plancha,4,19.31,CallCenter
Juan,Hernandez,Aero Maceta,5,34.47,CallCenter
Ana,Garcia,Montana Galleta,1,142.34,Ecommerce
Camila,Hernandez,Royal Olla,1,60.73,Marketplace
Jorge,Diaz,Power Auriculares,4,860.71,CallCenter
Juan,Gonzalez,Royal Botella,2,64.06,Marketplace
Pedro,Diaz,Alpha Auriculares,1,328.58,Distribuidor
Andres,Garcia,Nano Shampoo,3,76.39,CallCenter
Ana,Perez,Paisa ProtectorSolar,3,203.15,Distribuidor
Camila,Perez,Nova Extensor,5,6.64,Ecommerce
Luisa,Hernandez,Omega Auriculares,1,98.5,Tienda
Ana,Garcia,Sierra Papel,5,352.7,CallCenter
Luisa,Perez,Lago ProtectorSolar,1,51.62,Tienda
Jorge,Diaz,Magna Regla,4,163.59,Tienda
Carlos,Diaz,Omega Gorra,1,79.37,Distribuidor
Juan,Sanchez,Nova Colchoneta,2,130.03,Marketplace
Carlos,Sanchez,Prime Cuaderno,3,78.09,Ecommerce
Camila,Martinez,Flex Webcam,4,632.26,Distribuidor
Pedro,Perez,Montana ProtectorSolar,3,259.81,Tienda
Carlos,Hernandez,Active Estante,5,566.54,Distribuidor
Sofia,Perez,Eco PowerBank,4,7.57,Distribuidor
Pedro,Rodriguez,Omega Cuchillo,2,297.38,Distribuidor
Camila,Garcia,Aqua Afeitadora,3,40.57,Tienda
Ana,Hernandez,Sabana Microfono,1,35.78,CallCenter
Jorge,Hernandez,Giga Maceta,1,29.69,Distribuidor
Carlos,Lopez,Andes Extensor,1,172.76,Distribuidor
Carlos,Rodriguez,Fresh Perfume,4,23.37,Marketplace
Sofia,Rodriguez,Cool Cuchillo,2,66.91,Tienda
